days,valus,params,countrycode,SRC
20.359,-10.5723,retail and recreation,JPN,
20.6338,-11.1546,retail and recreation,JPN,
20.909,-12.3229,retail and recreation,JPN,
21.0923,-12.9064,retail and recreation,JPN,
21.3675,-14.0748,retail and recreation,JPN,
21.5509,-14.6583,retail and recreation,JPN,
21.8257,-15.2405,retail and recreation,JPN,
22.0094,-16.4101,retail and recreation,JPN,
22.1914,-14.6493,retail and recreation,JPN,
22.2819,-12.8898,retail and recreation,JPN,
22.3727,-11.7164,retail and recreation,JPN,
22.4639,-11.1291,retail and recreation,JPN,
22.5547,-9.95563,retail and recreation,JPN,
22.737,-8.78092,retail and recreation,JPN,
22.919,-7.02014,retail and recreation,JPN,
23.2854,-7.60111,retail and recreation,JPN,
23.3772,-8.18591,retail and recreation,JPN,
23.5606,-8.76943,retail and recreation,JPN,
23.8351,-8.7656,retail and recreation,JPN,
23.9269,-9.3504,retail and recreation,JPN,
24.2008,-8.17442,retail and recreation,JPN,
24.3831,-6.99971,retail and recreation,JPN,
24.5654,-5.82501,retail and recreation,JPN,
24.7478,-4.6503,retail and recreation,JPN,
25.0216,-3.47432,retail and recreation,JPN,
25.2958,-2.88441,retail and recreation,JPN,
25.6614,-2.29323,retail and recreation,JPN,
25.9359,-2.2894,retail and recreation,JPN,
26.302,-2.28429,retail and recreation,JPN,
26.4856,-3.45389,retail and recreation,JPN,
26.7608,-4.62221,retail and recreation,JPN,
27.036,-5.79053,retail and recreation,JPN,
27.22,-7.54621,retail and recreation,JPN,
27.3122,-8.71708,retail and recreation,JPN,
27.4955,-9.3006,retail and recreation,JPN,
27.6795,-11.0563,retail and recreation,JPN,
27.772,-12.8132,retail and recreation,JPN,
27.9557,-13.9828,retail and recreation,JPN,
28.1377,-12.222,retail and recreation,JPN,
28.32,-11.0473,retail and recreation,JPN,
28.4112,-10.46,retail and recreation,JPN,
28.6847,-8.69793,retail and recreation,JPN,
28.9586,-7.52195,retail and recreation,JPN,
29.2331,-7.51812,retail and recreation,JPN,
29.5072,-6.92821,retail and recreation,JPN,
29.8732,-6.9231,retail and recreation,JPN,
30.0559,-6.33447,retail and recreation,JPN,
30.2379,-4.57369,retail and recreation,JPN,
30.4199,-2.81291,retail and recreation,JPN,
30.6026,-2.22428,retail and recreation,JPN,
30.7849,-1.04957,retail and recreation,JPN,
30.9676,-0.460944,retail and recreation,JPN,
31.2428,-1.62927,retail and recreation,JPN,
31.4261,-2.21279,retail and recreation,JPN,
31.6094,-2.79631,retail and recreation,JPN,
31.8839,-2.79248,retail and recreation,JPN,
32.1578,-1.6165,retail and recreation,JPN,
32.2486,-0.443068,retail and recreation,JPN,
32.5215,2.49114,retail and recreation,JPN,
32.795,4.2532,retail and recreation,JPN,
33.1603,5.43046,retail and recreation,JPN,
33.4345,6.02037,retail and recreation,JPN,
33.7086,6.61027,retail and recreation,JPN,
33.7995,7.7837,retail and recreation,JPN,
34.075,6.0293,retail and recreation,JPN,
34.0757,4.85715,retail and recreation,JPN,
34.1682,3.1002,retail and recreation,JPN,
34.3522,1.34453,retail and recreation,JPN,
34.4447,-0.412424,retail and recreation,JPN,
34.812,-2.75162,retail and recreation,JPN,
34.996,-4.50729,retail and recreation,JPN,
35.1804,-6.84904,retail and recreation,JPN,
35.5467,-7.43001,retail and recreation,JPN,
35.7304,-8.59961,retail and recreation,JPN,
36.0042,-7.42363,retail and recreation,JPN,
36.2781,-6.24765,retail and recreation,JPN,
36.5519,-5.07166,retail and recreation,JPN,
36.9173,-3.8944,retail and recreation,JPN,
37.1908,-2.13235,retail and recreation,JPN,
37.4649,-1.54244,retail and recreation,JPN,
37.7388,-0.366457,retail and recreation,JPN,
37.9214,0.222173,retail and recreation,JPN,
38.3786,0.814633,retail and recreation,JPN,
38.6531,0.818463,retail and recreation,JPN,
39.1103,1.41092,retail and recreation,JPN,
39.7512,0.833786,retail and recreation,JPN,
40.027,-1.50669,retail and recreation,JPN,
40.3029,-3.84716,retail and recreation,JPN,
40.5787,-6.18763,retail and recreation,JPN,
40.8546,-8.52811,retail and recreation,JPN,
41.0389,-10.8699,retail and recreation,JPN,
41.3147,-13.2103,retail and recreation,JPN,
41.4988,-14.966,retail and recreation,JPN,
41.7743,-16.7204,retail and recreation,JPN,
41.9583,-18.4761,retail and recreation,JPN,
42.1426,-20.8178,retail and recreation,JPN,
42.2348,-21.9887,retail and recreation,JPN,
42.4188,-23.7444,retail and recreation,JPN,
42.6021,-24.3279,retail and recreation,JPN,
42.8773,-25.4962,retail and recreation,JPN,
1,-6.69091,Grossary & pharma,JPN,
1.0915,-6.10782,Grossary & pharma,JPN,
1.27451,-5.52347,Grossary & pharma,JPN,
1.45752,-3.19366,Grossary & pharma,JPN,
1.64052,-2.02749,Grossary & pharma,JPN,
2.00654,-0.276966,Grossary & pharma,JPN,
2.18954,0.307388,Grossary & pharma,JPN,
2.55556,0.894276,Grossary & pharma,JPN,
3.10458,0.901882,Grossary & pharma,JPN,
3.47059,1.48877,Grossary & pharma,JPN,
3.7451,1.49257,Grossary & pharma,JPN,
4.20261,1.49891,Grossary & pharma,JPN,
4.56863,2.66762,Grossary & pharma,JPN,
4.93464,4.41814,Grossary & pharma,JPN,
5.11765,3.25704,Grossary & pharma,JPN,
5.39216,2.67903,Grossary & pharma,JPN,
5.84967,1.52173,Grossary & pharma,JPN,
6.21569,1.5268,Grossary & pharma,JPN,
6.39869,0.365696,Grossary & pharma,JPN,
6.76471,0.952585,Grossary & pharma,JPN,
7.13072,0.957655,Grossary & pharma,JPN,
7.40523,1.54328,Grossary & pharma,JPN,
7.77124,2.13016,Grossary & pharma,JPN,
8.04575,2.71579,Grossary & pharma,JPN,
8.32026,3.30141,Grossary & pharma,JPN,
8.68627,3.30648,Grossary & pharma,JPN,
8.96078,3.8921,Grossary & pharma,JPN,
9.14379,3.89463,Grossary & pharma,JPN,
9.4183,5.06207,Grossary & pharma,JPN,
9.69281,5.64769,Grossary & pharma,JPN,
9.96732,6.23331,Grossary & pharma,JPN,
10.2418,5.6553,Grossary & pharma,JPN,
10.4248,4.4942,Grossary & pharma,JPN,
10.6078,3.91491,Grossary & pharma,JPN,
10.8824,3.91872,Grossary & pharma,JPN,
11.0654,2.75762,Grossary & pharma,JPN,
11.2484,3.92379,Grossary & pharma,JPN,
11.6144,5.09249,Grossary & pharma,JPN,
11.8889,5.67811,Grossary & pharma,JPN,
11.9804,7.42484,Grossary & pharma,JPN,
12.2549,8.59228,Grossary & pharma,JPN,
12.4379,9.17663,Grossary & pharma,JPN,
12.5294,10.9234,Grossary & pharma,JPN,
12.7124,11.5077,Grossary & pharma,JPN,
12.8954,13.2557,Grossary & pharma,JPN,
12.9869,13.257,Grossary & pharma,JPN,
13.1699,12.6777,Grossary & pharma,JPN,
13.3529,11.5166,Grossary & pharma,JPN,
13.5359,10.9373,Grossary & pharma,JPN,
13.719,10.358,Grossary & pharma,JPN,
13.902,9.19691,Grossary & pharma,JPN,
14.1765,8.61889,Grossary & pharma,JPN,
14.5425,8.62397,Grossary & pharma,JPN,
15,8.6303,Grossary & pharma,JPN,
15.0915,8.04975,Grossary & pharma,JPN,
15.2745,6.88865,Grossary & pharma,JPN,
15.4575,5.72755,Grossary & pharma,JPN,
15.6405,4.56645,Grossary & pharma,JPN,
15.8235,3.40535,Grossary & pharma,JPN,
16.0065,2.24425,Grossary & pharma,JPN,
16.281,3.41169,Grossary & pharma,JPN,
16.4641,5.15968,Grossary & pharma,JPN,
16.6471,5.74403,Grossary & pharma,JPN,
16.9216,8.0751,Grossary & pharma,JPN,
17.0131,8.65819,Grossary & pharma,JPN,
17.1046,6.914,Grossary & pharma,JPN,
17.2876,5.17108,Grossary & pharma,JPN,
17.3791,3.4269,Grossary & pharma,JPN,
17.5621,2.2658,Grossary & pharma,JPN,
17.6536,0.521608,Grossary & pharma,JPN,
17.8366,-1.22131,Grossary & pharma,JPN,
18.0196,-2.38241,Grossary & pharma,JPN,
18.2941,-0.633155,Grossary & pharma,JPN,
18.4771,-0.0488017,Grossary & pharma,JPN,
18.7516,0.536819,Grossary & pharma,JPN,
18.9346,1.12117,Grossary & pharma,JPN,
19.3007,2.28988,Grossary & pharma,JPN,
19.9412,2.29875,Grossary & pharma,JPN,
20.2157,1.13892,Grossary & pharma,JPN,
20.4902,1.72454,Grossary & pharma,JPN,
20.6732,1.72707,Grossary & pharma,JPN,
20.9477,2.3127,Grossary & pharma,JPN,
21.1307,1.15159,Grossary & pharma,JPN,
21.3137,-0.00950683,Grossary & pharma,JPN,
21.5882,-1.75116,Grossary & pharma,JPN,
21.6797,-2.91353,Grossary & pharma,JPN,
21.8627,-4.07463,Grossary & pharma,JPN,
22.0458,-4.65391,Grossary & pharma,JPN,
22.2288,-3.48774,Grossary & pharma,JPN,
22.4118,-1.73975,Grossary & pharma,JPN,
22.5948,-0.573579,Grossary & pharma,JPN,
22.7778,0.592593,Grossary & pharma,JPN,
22.9608,1.75876,Grossary & pharma,JPN,
23.2353,0.59893,Grossary & pharma,JPN,
23.4183,-0.562171,Grossary & pharma,JPN,
23.6928,-1.14019,Grossary & pharma,JPN,
23.9673,-2.30002,Grossary & pharma,JPN,
24.1503,-1.71567,Grossary & pharma,JPN,
24.2418,-0.550763,Grossary & pharma,JPN,
24.4248,0.615409,Grossary & pharma,JPN,
24.6078,2.3634,Grossary & pharma,JPN,
24.9739,3.53211,Grossary & pharma,JPN,
25.2484,4.11773,Grossary & pharma,JPN,
25.5229,5.28517,Grossary & pharma,JPN,
25.8889,5.29024,Grossary & pharma,JPN,
26.1634,4.71222,Grossary & pharma,JPN,
26.5294,3.55365,Grossary & pharma,JPN,
26.7124,2.97437,Grossary & pharma,JPN,
27.0784,1.81581,Grossary & pharma,JPN,
27.2614,0.654704,Grossary & pharma,JPN,
27.3529,-0.507665,Grossary & pharma,JPN,
27.5359,-1.66877,Grossary & pharma,JPN,
27.719,-2.82987,Grossary & pharma,JPN,
27.9935,-3.9897,Grossary & pharma,JPN,
28.1765,-2.82353,Grossary & pharma,JPN,
28.268,-1.07681,Grossary & pharma,JPN,
28.5425,1.25427,Grossary & pharma,JPN,
28.634,2.41917,Grossary & pharma,JPN,
28.817,3.00353,Grossary & pharma,JPN,
28.9085,4.16843,Grossary & pharma,JPN,
28.9085,5.33207,Grossary & pharma,JPN,
29.0915,3.58915,Grossary & pharma,JPN,
29.366,3.01113,Grossary & pharma,JPN,
29.549,1.85003,Grossary & pharma,JPN,
29.732,0.688929,Grossary & pharma,JPN,
30.0065,0.110913,Grossary & pharma,JPN,
30.1895,0.113448,Grossary & pharma,JPN,
30.3725,1.27962,Grossary & pharma,JPN,
30.6471,2.44706,Grossary & pharma,JPN,
30.8301,3.03141,Grossary & pharma,JPN,
31.1046,3.61703,Grossary & pharma,JPN,
31.2876,3.61957,Grossary & pharma,JPN,
31.5621,3.62337,Grossary & pharma,JPN,
31.8366,3.62717,Grossary & pharma,JPN,
32.1111,3.63098,Grossary & pharma,JPN,
32.2941,4.21533,Grossary & pharma,JPN,
32.4771,5.3815,Grossary & pharma,JPN,
32.6601,5.96585,Grossary & pharma,JPN,
33.0261,5.97092,Grossary & pharma,JPN,
33.2092,7.1371,Grossary & pharma,JPN,
33.7582,7.1447,Grossary & pharma,JPN,
34.0327,5.98487,Grossary & pharma,JPN,
34.4902,5.40939,Grossary & pharma,JPN,
34.7647,4.83137,Grossary & pharma,JPN,
35.1307,4.25462,Grossary & pharma,JPN,
35.4052,3.67661,Grossary & pharma,JPN,
35.6797,2.51678,Grossary & pharma,JPN,
35.8627,1.35567,Grossary & pharma,JPN,
36.2288,0.778927,Grossary & pharma,JPN,
36.5948,0.783997,Grossary & pharma,JPN,
36.8693,0.7878,Grossary & pharma,JPN,
37.0523,1.37215,Grossary & pharma,JPN,
37.3268,1.37596,Grossary & pharma,JPN,
37.5098,2.54213,Grossary & pharma,JPN,
37.7843,3.12775,Grossary & pharma,JPN,
38.0588,4.29519,Grossary & pharma,JPN,
38.3333,4.88081,Grossary & pharma,JPN,
38.5163,6.6288,Grossary & pharma,JPN,
38.7908,7.21442,Grossary & pharma,JPN,
38.8824,7.7975,Grossary & pharma,JPN,
39.0654,8.96368,Grossary & pharma,JPN,
39.1569,9.54676,Grossary & pharma,JPN,
39.3399,10.7129,Grossary & pharma,JPN,
39.5229,11.2973,Grossary & pharma,JPN,
39.7974,12.4647,Grossary & pharma,JPN,
39.9804,13.0491,Grossary & pharma,JPN,
40.1634,11.3062,Grossary & pharma,JPN,
40.3464,9.56324,Grossary & pharma,JPN,
40.4379,7.81905,Grossary & pharma,JPN,
40.5294,6.07487,Grossary & pharma,JPN,
40.6209,4.33068,Grossary & pharma,JPN,
40.8954,3.75266,Grossary & pharma,JPN,
40.9869,2.5903,Grossary & pharma,JPN,
41.1699,2.59283,Grossary & pharma,JPN,
41.5359,2.01608,Grossary & pharma,JPN,
41.8105,1.43807,Grossary & pharma,JPN,
41.902,0.275698,Grossary & pharma,JPN,
42.085,-0.885403,Grossary & pharma,JPN,
42.268,-2.0465,Grossary & pharma,JPN,
42.451,-3.20761,Grossary & pharma,JPN,
42.5425,-4.36997,Grossary & pharma,JPN,
42.634,-5.53234,Grossary & pharma,JPN,
42.817,-6.69344,Grossary & pharma,JPN,
42.9085,-7.85581,Grossary & pharma,JPN,
1.02611,-34.4526,parks,JPN,
1.02711,-32.7007,parks,JPN,
1.12015,-30.365,parks,JPN,
1.21353,-27.4453,parks,JPN,
1.30623,-25.6934,parks,JPN,
1.39928,-23.3577,parks,JPN,
1.40095,-20.438,parks,JPN,
1.49399,-18.1022,parks,JPN,
1.58737,-15.1825,parks,JPN,
1.68041,-12.8467,parks,JPN,
1.68175,-10.5109,parks,JPN,
1.86683,-7.59124,parks,JPN,
1.9602,-4.67153,parks,JPN,
2.23598,-3.50365,parks,JPN,
2.6038,-1.75182,parks,JPN,
2.88025,0.583942,parks,JPN,
2.97262,1.75182,parks,JPN,
3.2484,2.91971,parks,JPN,
3.52485,5.25547,parks,JPN,
3.61722,6.42336,parks,JPN,
3.89233,6.42336,parks,JPN,
4.0764,7.59124,parks,JPN,
4.25947,7.0073,parks,JPN,
4.44255,6.42336,parks,JPN,
4.62528,5.25547,parks,JPN,
4.80835,4.67153,parks,JPN,
5.08313,4.08759,parks,JPN,
5.35891,5.25547,parks,JPN,
5.63469,6.42336,parks,JPN,
5.9098,6.42336,parks,JPN,
6.09186,4.08759,parks,JPN,
6.0932,6.42336,parks,JPN,
6.2736,1.16788,parks,JPN,
6.27426,2.33577,parks,JPN,
6.45533,-1.75182,parks,JPN,
6.45633,0,parks,JPN,
6.63673,-5.25547,parks,JPN,
6.63806,-2.91971,parks,JPN,
6.81946,-6.42336,parks,JPN,
6.90983,-8.75912,parks,JPN,
6.9105,-7.59124,parks,JPN,
7.00287,-6.42336,parks,JPN,
7.09625,-3.50365,parks,JPN,
7.28132,-0.583942,parks,JPN,
7.3747,2.33577,parks,JPN,
7.37637,5.25547,parks,JPN,
7.56112,7.59124,parks,JPN,
7.56212,9.34307,parks,JPN,
7.74653,11.0949,parks,JPN,
7.93128,13.4307,parks,JPN,
7.93262,15.7664,parks,JPN,
8.02566,18.1022,parks,JPN,
8.027,20.438,parks,JPN,
8.12004,22.7737,parks,JPN,
8.30445,24.5255,parks,JPN,
8.39783,27.4453,parks,JPN,
8.39883,29.1971,parks,JPN,
8.39983,30.9489,parks,JPN,
8.40151,33.8686,parks,JPN,
8.49421,35.6204,parks,JPN,
8.58793,39.1241,parks,JPN,
8.68097,41.4599,parks,JPN,
8.68231,43.7956,parks,JPN,
8.77468,44.9635,parks,JPN,
8.86772,47.2993,parks,JPN,
8.86939,50.219,parks,JPN,
9.05079,46.7153,parks,JPN,
9.0518,48.4672,parks,JPN,
9.05347,51.3869,parks,JPN,
9.14116,44.3796,parks,JPN,
9.32189,39.708,parks,JPN,
9.32322,42.0438,parks,JPN,
9.40823,30.365,parks,JPN,
9.40924,32.1168,parks,JPN,
9.41058,34.4526,parks,JPN,
9.41225,37.3723,parks,JPN,
9.49592,23.3577,parks,JPN,
9.58662,21.6058,parks,JPN,
9.5893,26.2774,parks,JPN,
9.59064,28.6131,parks,JPN,
9.76668,15.7664,parks,JPN,
9.76768,17.5182,parks,JPN,
9.76869,19.2701,parks,JPN,
9.85437,8.75912,parks,JPN,
9.85537,10.5109,parks,JPN,
9.85704,13.4307,parks,JPN,
9.94339,4.08759,parks,JPN,
9.94406,5.25547,parks,JPN,
9.94506,7.0073,parks,JPN,
10.0331,0.583942,parks,JPN,
10.0338,1.75182,parks,JPN,
10.0344,2.91971,parks,JPN,
10.1241,-0.583942,parks,JPN,
10.4903,-1.75182,parks,JPN,
10.6733,-2.33577,parks,JPN,
10.8557,-4.08759,parks,JPN,
11.1305,-4.67153,parks,JPN,
11.406,-4.08759,parks,JPN,
11.7731,-3.50365,parks,JPN,
12.0479,-4.08759,parks,JPN,
12.5064,-4.08759,parks,JPN,
12.6898,-4.08759,parks,JPN,
12.9649,-4.08759,parks,JPN,
13.147,-6.42336,parks,JPN,
13.1483,-4.08759,parks,JPN,
13.2367,-9.92701,parks,JPN,
13.2377,-8.17518,parks,JPN,
13.4194,-11.0949,parks,JPN,
13.6001,-15.7664,parks,JPN,
13.6018,-12.8467,parks,JPN,
13.6915,-16.3504,parks,JPN,
13.7822,-18.1022,parks,JPN,
13.8736,-18.6861,parks,JPN,
13.9629,-22.7737,parks,JPN,
13.9643,-20.438,parks,JPN,
14.056,-20.438,parks,JPN,
14.1483,-19.2701,parks,JPN,
14.3331,-16.9343,parks,JPN,
14.3341,-15.1825,parks,JPN,
14.3358,-12.2628,parks,JPN,
14.5202,-10.5109,parks,JPN,
14.7046,-8.75912,parks,JPN,
14.7059,-6.42336,parks,JPN,
14.7983,-5.25547,parks,JPN,
14.8913,-2.91971,parks,JPN,
14.983,-2.91971,parks,JPN,
14.9844,-0.583942,parks,JPN,
15.1661,-3.50365,parks,JPN,
15.2575,-4.08759,parks,JPN,
15.3482,-5.83942,parks,JPN,
15.4389,-7.59124,parks,JPN,
15.4392,-7.0073,parks,JPN,
15.6213,-9.34307,parks,JPN,
15.7123,-10.5109,parks,JPN,
15.9854,-14.0146,parks,JPN,
15.9861,-12.8467,parks,JPN,
16.0791,-10.5109,parks,JPN,
16.1718,-8.75912,parks,JPN,
16.2649,-6.42336,parks,JPN,
16.3572,-5.25547,parks,JPN,
16.3583,-3.50365,parks,JPN,
16.5433,-0.583942,parks,JPN,
16.5443,1.16788,parks,JPN,
16.7287,2.91971,parks,JPN,
16.8215,4.67153,parks,JPN,
16.8221,5.83942,parks,JPN,
16.9148,7.59124,parks,JPN,
16.9158,9.34307,parks,JPN,
17.0972,5.83942,parks,JPN,
17.0986,8.17518,parks,JPN,
17.1879,4.08759,parks,JPN,
17.2776,0.583942,parks,JPN,
17.2786,2.33577,parks,JPN,
17.3683,-1.16788,parks,JPN,
17.4577,-5.25547,parks,JPN,
17.459,-2.91971,parks,JPN,
17.6394,-8.17518,parks,JPN,
17.6404,-6.42336,parks,JPN,
17.7298,-10.5109,parks,JPN,
17.8195,-14.0146,parks,JPN,
17.8205,-12.2628,parks,JPN,
17.9102,-15.7664,parks,JPN,
17.9992,-20.438,parks,JPN,
18.0002,-18.6861,parks,JPN,
18.0012,-16.9343,parks,JPN,
18.1833,-19.2701,parks,JPN,
18.2763,-16.9343,parks,JPN,
18.369,-15.1825,parks,JPN,
18.5531,-14.0146,parks,JPN,
18.7382,-11.0949,parks,JPN,
18.9223,-9.92701,parks,JPN,
18.9233,-8.17518,parks,JPN,
19.0156,-7.0073,parks,JPN,
19.1083,-5.25547,parks,JPN,
19.2928,-3.50365,parks,JPN,
19.3851,-2.33577,parks,JPN,
19.4782,0,parks,JPN,
19.6622,1.16788,parks,JPN,
19.8467,2.91971,parks,JPN,
19.9397,5.25547,parks,JPN,
20.1218,2.91971,parks,JPN,
20.3038,0.583942,parks,JPN,
20.5783,-0.583942,parks,JPN,
20.6686,-2.91971,parks,JPN,
20.7583,-6.42336,parks,JPN,
20.7597,-4.08759,parks,JPN,
21.0311,-10.5109,parks,JPN,
21.0324,-8.17518,parks,JPN,
21.1218,-12.2628,parks,JPN,
21.2108,-16.9343,parks,JPN,
21.2122,-14.5985,parks,JPN,
21.3936,-18.1022,parks,JPN,
21.4822,-23.3577,parks,JPN,
21.4832,-21.6058,parks,JPN,
21.4839,-20.438,parks,JPN,
21.6633,-27.4453,parks,JPN,
21.664,-26.2774,parks,JPN,
21.665,-24.5255,parks,JPN,
21.844,-32.1168,parks,JPN,
21.8447,-30.9489,parks,JPN,
21.8457,-29.1971,parks,JPN,
21.9357,-32.1168,parks,JPN,
22.0291,-29.1971,parks,JPN,
22.0301,-27.4453,parks,JPN,
22.0315,-25.1095,parks,JPN,
22.1248,-22.1898,parks,JPN,
22.2182,-19.2701,parks,JPN,
22.2196,-16.9343,parks,JPN,
22.2206,-15.1825,parks,JPN,
22.4053,-12.8467,parks,JPN,
22.4073,-9.34307,parks,JPN,
22.4086,-7.0073,parks,JPN,
22.5937,-4.08759,parks,JPN,
22.5954,-1.16788,parks,JPN,
22.6891,2.33577,parks,JPN,
22.7822,4.67153,parks,JPN,
22.7832,6.42336,parks,JPN,
22.9682,9.34307,parks,JPN,
23.0576,5.25547,parks,JPN,
23.33,0.583942,parks,JPN,
23.331,2.33577,parks,JPN,
23.5064,-11.6788,parks,JPN,
23.5074,-9.92701,parks,JPN,
23.5084,-8.17518,parks,JPN,
23.5101,-5.25547,parks,JPN,
23.5111,-3.50365,parks,JPN,
23.5121,-1.75182,parks,JPN,
23.5978,-12.2628,parks,JPN,
23.6861,-18.1022,parks,JPN,
23.6871,-16.3504,parks,JPN,
23.8682,-20.438,parks,JPN,
23.9566,-26.2774,parks,JPN,
23.9576,-24.5255,parks,JPN,
23.9586,-22.7737,parks,JPN,
23.9606,-19.2701,parks,JPN,
24.0489,-25.1095,parks,JPN,
24.0499,-23.3577,parks,JPN,
24.0509,-21.6058,parks,JPN,
24.0536,-16.9343,parks,JPN,
24.238,-15.1825,parks,JPN,
24.2394,-12.8467,parks,JPN,
24.2404,-11.0949,parks,JPN,
24.3334,-8.75912,parks,JPN,
24.4261,-7.0073,parks,JPN,
24.5188,-5.25547,parks,JPN,
24.5205,-2.33577,parks,JPN,
24.6132,-0.583942,parks,JPN,
24.7066,2.33577,parks,JPN,
24.8,5.25547,parks,JPN,
24.8013,7.59124,parks,JPN,
24.8943,9.92701,parks,JPN,
24.895,11.0949,parks,JPN,
24.988,13.4307,parks,JPN,
25.3555,14.5985,parks,JPN,
25.5396,15.7664,parks,JPN,
25.7233,16.3504,parks,JPN,
26.0902,16.3504,parks,JPN,
26.2726,14.5985,parks,JPN,
26.547,13.4307,parks,JPN,
26.7297,12.2628,parks,JPN,
26.8204,10.5109,parks,JPN,
27.0008,5.25547,parks,JPN,
27.0022,7.59124,parks,JPN,
27.0035,9.92701,parks,JPN,
27.0899,0.583942,parks,JPN,
27.0912,2.91971,parks,JPN,
27.2726,-0.583942,parks,JPN,
27.3583,-11.0949,parks,JPN,
27.3596,-8.75912,parks,JPN,
27.3609,-6.42336,parks,JPN,
27.362,-4.67153,parks,JPN,
27.3633,-2.33577,parks,JPN,
27.448,-14.5985,parks,JPN,
27.449,-12.8467,parks,JPN,
27.5377,-18.1022,parks,JPN,
27.5387,-16.3504,parks,JPN,
27.7154,-28.0292,parks,JPN,
27.7191,-21.6058,parks,JPN,
27.8061,-29.781,parks,JPN,
27.9865,-35.0365,parks,JPN,
27.9875,-33.2847,parks,JPN,
28.1726,-30.365,parks,JPN,
28.2663,-26.8613,parks,JPN,
28.2693,-21.6058,parks,JPN,
28.2713,-18.1022,parks,JPN,
28.2726,-15.7664,parks,JPN,
28.3667,-11.6788,parks,JPN,
28.5521,-8.17518,parks,JPN,
28.6448,-6.42336,parks,JPN,
28.6475,-1.75182,parks,JPN,
28.7405,0.583942,parks,JPN,
28.8342,4.08759,parks,JPN,
28.8356,6.42336,parks,JPN,
28.8382,11.0949,parks,JPN,
28.9293,9.92701,parks,JPN,
29.2947,7.59124,parks,JPN,
29.3851,5.25547,parks,JPN,
29.5658,0.583942,parks,JPN,
29.5672,2.91971,parks,JPN,
29.6562,-1.75182,parks,JPN,
29.93,-4.08759,parks,JPN,
30.1124,-5.83942,parks,JPN,
30.2981,-1.75182,parks,JPN,
30.3915,1.16788,parks,JPN,
30.5766,4.08759,parks,JPN,
30.6703,7.59124,parks,JPN,
30.8547,9.34307,parks,JPN,
30.8557,11.0949,parks,JPN,
31.0411,14.5985,parks,JPN,
31.2259,16.9343,parks,JPN,
31.5937,18.6861,parks,JPN,
31.9608,19.2701,parks,JPN,
32.328,19.854,parks,JPN,
32.5107,18.6861,parks,JPN,
32.8765,16.9343,parks,JPN,
33.0616,19.854,parks,JPN,
33.0629,22.1898,parks,JPN,
33.1556,23.9416,parks,JPN,
33.4324,26.8613,parks,JPN,
33.4348,30.9489,parks,JPN,
33.7119,34.4526,parks,JPN,
33.8049,36.7883,parks,JPN,
33.8069,40.292,parks,JPN,
33.9897,39.1241,parks,JPN,
34.3555,37.3723,parks,JPN,
34.7216,36.2044,parks,JPN,
34.904,34.4526,parks,JPN,
35.0864,32.7007,parks,JPN,
35.1758,28.6131,parks,JPN,
35.2668,27.4453,parks,JPN,
35.5406,25.1095,parks,JPN,
35.723,23.3577,parks,JPN,
35.813,20.438,parks,JPN,
36.0875,19.2701,parks,JPN,
36.3612,16.9343,parks,JPN,
36.4519,15.1825,parks,JPN,
36.726,13.4307,parks,JPN,
36.9998,11.0949,parks,JPN,
37.368,13.4307,parks,JPN,
37.7348,13.4307,parks,JPN,
38.0119,16.9343,parks,JPN,
38.197,19.854,parks,JPN,
38.382,22.7737,parks,JPN,
38.5675,26.2774,parks,JPN,
38.7522,28.6131,parks,JPN,
38.8456,31.5328,parks,JPN,
39.2114,29.781,parks,JPN,
39.3941,28.6131,parks,JPN,
39.7596,26.2774,parks,JPN,
40.0314,20.438,parks,JPN,
40.0334,23.9416,parks,JPN,
40.2114,14.5985,parks,JPN,
40.2134,18.1022,parks,JPN,
40.3932,11.6788,parks,JPN,
40.4812,5.25547,parks,JPN,
40.4825,7.59124,parks,JPN,
40.6622,1.16788,parks,JPN,
40.6636,3.50365,parks,JPN,
40.7516,-2.91971,parks,JPN,
40.7523,-1.75182,parks,JPN,
40.8416,-5.83942,parks,JPN,
41.0237,-8.17518,parks,JPN,
41.1137,-11.0949,parks,JPN,
41.2955,-14.0146,parks,JPN,
41.4769,-17.5182,parks,JPN,
41.6589,-19.854,parks,JPN,
41.8413,-21.6058,parks,JPN,
41.9324,-22.7737,parks,JPN,
42.3902,-23.9416,parks,JPN,
42.7567,-24.5255,parks,JPN,
42.9401,-24.5255,parks,JPN,
0.960013,-9.92701,Transit Stations,JPN,
1.05098,-9.34307,Transit Stations,JPN,
1.3239,-7.59124,Transit Stations,JPN,
1.50551,-5.83942,Transit Stations,JPN,
1.68712,-4.08759,Transit Stations,JPN,
1.86906,-2.91971,Transit Stations,JPN,
2.051,-1.75182,Transit Stations,JPN,
2.14164,-0.583942,Transit Stations,JPN,
2.78143,-1.75182,Transit Stations,JPN,
3.14699,-2.33577,Transit Stations,JPN,
3.60351,-2.33577,Transit Stations,JPN,
3.96906,-2.91971,Transit Stations,JPN,
4.51688,-2.91971,Transit Stations,JPN,
4.97341,-2.91971,Transit Stations,JPN,
5.33862,-2.91971,Transit Stations,JPN,
5.70317,-1.75182,Transit Stations,JPN,
6.25133,-2.33577,Transit Stations,JPN,
6.61688,-2.91971,Transit Stations,JPN,
6.89113,-3.50365,Transit Stations,JPN,
7.16438,-2.33577,Transit Stations,JPN,
