days,valus,params,countrycode,SRC
39.4975,-68.3184,workplace,ITA,2020-03-29_IT_Mobility_Report_en.pdf
40.0468,-68.7163,workplace,ITA,2020-03-29_IT_Mobility_Report_en.pdf
40.4582,-68.2483,workplace,ITA,2020-03-29_IT_Mobility_Report_en.pdf
40.9381,-67.7752,workplace,ITA,2020-03-29_IT_Mobility_Report_en.pdf
41.2793,-65.5601,workplace,ITA,2020-03-29_IT_Mobility_Report_en.pdf
41.689,-63.34,workplace,ITA,2020-03-29_IT_Mobility_Report_en.pdf
42.0306,-61.5629,workplace,ITA,2020-03-29_IT_Mobility_Report_en.pdf
42.5105,-61.0898,workplace,ITA,2020-03-29_IT_Mobility_Report_en.pdf
42.7846,-60.6317,workplace,ITA,2020-03-29_IT_Mobility_Report_en.pdf
1,0,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
1.62171,0.853848,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
2.10526,0.848896,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
2.45066,0.415252,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
2.93421,0.840407,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
3.41776,0.405348,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
3.83224,-0.029004,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
4.31579,0.826259,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
4.86842,0.390492,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
5.28289,0.816355,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
5.69737,0.812111,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
6.18092,0.377051,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
6.59539,-0.0573005,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
7.07895,0.797963,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
7.49342,0.793718,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
7.90789,0.789474,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
8.25329,2.07626,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
8.59868,4.65337,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
9.15132,5.93803,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
9.28947,5.93662,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
9.77303,5.93166,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
10.1184,6.78834,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
10.6711,6.35257,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
11.0855,7.20855,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
11.6382,6.77278,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
12.1217,6.76783,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
12.6053,6.76287,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
13.0197,5.89842,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
13.5033,5.03325,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
13.8487,5.02971,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
14.3322,5.02476,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
14.8158,5.44992,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
15.2303,5.44567,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
15.7829,5.87012,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
16.2664,5.86517,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
16.6118,5.86163,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
17.0263,5.42728,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
17.5789,5.42162,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
18.1316,4.98585,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
18.4079,6.70345,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
18.9605,7.55801,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
19.375,8.41398,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
19.9276,8.40832,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
20.4803,7.54244,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
20.9638,7.10739,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
21.4474,6.67233,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
21.7237,6.6695,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
22.1382,8.38568,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
22.5526,10.1019,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
22.9671,12.2482,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
23.1053,12.6769,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
23.5197,13.9629,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
23.9342,16.1092,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
24.2105,17.3967,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
24.625,18.2527,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
25.0395,19.9689,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
25.4539,21.6851,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
25.8684,23.4012,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
26.0066,24.6902,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
26.4211,25.9762,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
26.7664,26.8329,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
27.0428,28.1204,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
27.3882,27.2566,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
27.8026,25.9621,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
28.2171,24.6675,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
28.5625,23.8038,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
28.7697,23.8016,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
29.0461,22.9386,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
29.3914,24.6555,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
29.5987,25.9437,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
29.875,27.2312,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
30.0132,28.09,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
30.4276,28.946,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
30.8421,28.9417,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
31.2566,29.3676,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
31.5329,29.7949,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
31.8783,30.2214,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
32.3618,30.6466,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
32.9145,31.5011,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
33.2599,31.4976,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
33.7434,31.4926,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
34.227,31.4877,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
34.5724,29.3336,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
34.9868,28.039,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
35.5395,25.8829,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
35.9539,25.0184,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
36.3684,27.1647,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
36.6447,28.8823,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
36.9901,31.4594,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
37.4737,31.8846,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
37.8882,32.3104,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
38.4408,33.165,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
38.9934,34.0195,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
39.4079,35.7357,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
39.8224,35.7315,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
40.3059,36.1566,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
40.7895,35.7216,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
41.2039,35.2872,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
41.4112,33.1346,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
41.7566,30.9805,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
42.1711,27.9655,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
42.3783,26.2429,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
42.7237,25.3792,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
43,23.6559,residense,ITA,2020-03-29_IT_Mobility_Report_en.pdf
0.955725,2.91971,retail and recreation,AUS,
1.32233,1.16788,retail and recreation,AUS,
1.78118,0,retail and recreation,AUS,
2.3316,-1.75182,retail and recreation,AUS,
2.69854,-2.91971,retail and recreation,AUS,
3.15806,-2.91971,retail and recreation,AUS,
3.71049,-1.16788,retail and recreation,AUS,
4.17034,-0.583942,retail and recreation,AUS,
4.62986,-0.583942,retail and recreation,AUS,
5.09039,1.16788,retail and recreation,AUS,
5.55058,2.33577,retail and recreation,AUS,
5.9192,4.08759,retail and recreation,AUS,
6.37872,4.08759,retail and recreation,AUS,
6.83857,4.67153,retail and recreation,AUS,
7.29775,4.08759,retail and recreation,AUS,
7.75694,3.50365,retail and recreation,AUS,
8.21545,1.75182,retail and recreation,AUS,
8.67396,0,retail and recreation,AUS,
9.0409,-1.16788,retail and recreation,AUS,
9.59132,-2.91971,retail and recreation,AUS,
10.0515,-1.75182,retail and recreation,AUS,
10.5114,-1.16788,retail and recreation,AUS,
10.9712,-0.583942,retail and recreation,AUS,
11.5226,-0.583942,retail and recreation,AUS,
11.9828,0.583942,retail and recreation,AUS,
12.3511,1.75182,retail and recreation,AUS,
12.9039,4.08759,retail and recreation,AUS,
13.3644,5.83942,retail and recreation,AUS,
13.9162,6.42336,retail and recreation,AUS,
14.2831,5.25547,retail and recreation,AUS,
14.742,4.08759,retail and recreation,AUS,
15.1086,2.33577,retail and recreation,AUS,
15.5671,0.583942,retail and recreation,AUS,
16.1178,-0.583942,retail and recreation,AUS,
16.577,-1.16788,retail and recreation,AUS,
17.0365,-1.16788,retail and recreation,AUS,
17.4967,0,retail and recreation,AUS,
17.9566,0.583942,retail and recreation,AUS,
18.4154,-0.583942,retail and recreation,AUS,
18.782,-2.33577,retail and recreation,AUS,
19.2429,0,retail and recreation,AUS,
19.6115,1.75182,retail and recreation,AUS,
19.7957,2.33577,retail and recreation,AUS,
20.1639,3.50365,retail and recreation,AUS,
20.715,2.91971,retail and recreation,AUS,
21.083,3.50365,retail and recreation,AUS,
21.6344,3.50365,retail and recreation,AUS,
22.0932,2.33577,retail and recreation,AUS,
22.368,0.583942,retail and recreation,AUS,
22.5504,-1.75182,retail and recreation,AUS,
23.1931,-2.91971,retail and recreation,AUS,
23.4691,-2.33577,retail and recreation,AUS,
23.8367,-2.33577,retail and recreation,AUS,
24.3882,-2.33577,retail and recreation,AUS,
24.8483,-1.16788,retail and recreation,AUS,
25.2156,-1.75182,retail and recreation,AUS,
25.6755,-1.16788,retail and recreation,AUS,
26.0434,-0.583942,retail and recreation,AUS,
26.2272,-0.583942,retail and recreation,AUS,
26.5955,0.583942,retail and recreation,AUS,
27.055,0.583942,retail and recreation,AUS,
27.6061,0,retail and recreation,AUS,
28.065,-1.16788,retail and recreation,AUS,
28.5242,-1.75182,retail and recreation,AUS,
28.9837,-1.75182,retail and recreation,AUS,
29.4435,-1.16788,retail and recreation,AUS,
29.903,-1.16788,retail and recreation,AUS,
30.2697,-2.91971,retail and recreation,AUS,
30.7278,-5.25547,retail and recreation,AUS,
31.2789,-5.83942,retail and recreation,AUS,
31.7381,-6.42336,retail and recreation,AUS,
32.2885,-8.17518,retail and recreation,AUS,
32.6555,-9.34307,retail and recreation,AUS,
33.1143,-10.5109,retail and recreation,AUS,
33.6654,-11.0949,retail and recreation,AUS,
34.1242,-12.2628,retail and recreation,AUS,
34.3986,-14.5985,retail and recreation,AUS,
34.7652,-16.3504,retail and recreation,AUS,
35.3163,-16.9343,retail and recreation,AUS,
35.5917,-17.5182,retail and recreation,AUS,
36.0509,-18.1022,retail and recreation,AUS,
36.4185,-18.1022,retail and recreation,AUS,
36.7868,-16.9343,retail and recreation,AUS,
36.9706,-16.9343,retail and recreation,AUS,
37.2446,-19.854,retail and recreation,AUS,
37.4264,-23.3577,retail and recreation,AUS,
37.7011,-25.1095,retail and recreation,AUS,
37.7913,-28.0292,retail and recreation,AUS,
37.9738,-30.365,retail and recreation,AUS,
38.3414,-30.365,retail and recreation,AUS,
38.6171,-30.365,retail and recreation,AUS,
38.9844,-30.9489,retail and recreation,AUS,
39.2595,-32.1168,retail and recreation,AUS,
39.5345,-33.2847,retail and recreation,AUS,
39.9014,-34.4526,retail and recreation,AUS,
40.2687,-35.0365,retail and recreation,AUS,
40.4525,-35.0365,retail and recreation,AUS,
40.8198,-35.6204,retail and recreation,AUS,
41.1867,-36.7883,retail and recreation,AUS,
41.553,-39.1241,retail and recreation,AUS,
41.8277,-40.8759,retail and recreation,AUS,
42.1031,-41.4599,retail and recreation,AUS,
42.2862,-42.6277,retail and recreation,AUS,
42.4694,-43.7956,retail and recreation,AUS,
42.7447,-44.3796,retail and recreation,AUS,
42.9282,-44.9635,retail and recreation,AUS,
0.956555,4.36364,Grossary & pharma,AUS,
1.3235,3.2,Grossary & pharma,AUS,
1.50664,2.03636,Grossary & pharma,AUS,
1.78202,1.45455,Grossary & pharma,AUS,
1.96516,0.290909,Grossary & pharma,AUS,
2.14863,-0.290909,Grossary & pharma,AUS,
2.42401,-0.872727,Grossary & pharma,AUS,
2.60748,-1.45455,Grossary & pharma,AUS,
2.79095,-2.03636,Grossary & pharma,AUS,
3.06666,-2.03636,Grossary & pharma,AUS,
3.34271,-1.45455,Grossary & pharma,AUS,
3.52652,-1.45455,Grossary & pharma,AUS,
3.80223,-1.45455,Grossary & pharma,AUS,
3.98637,-0.872727,Grossary & pharma,AUS,
4.26241,-0.290909,Grossary & pharma,AUS,
4.44656,0.290909,Grossary & pharma,AUS,
4.63036,0.290909,Grossary & pharma,AUS,
4.81451,0.872727,Grossary & pharma,AUS,
5.09055,1.45455,Grossary & pharma,AUS,
5.27469,2.03636,Grossary & pharma,AUS,
5.55074,2.61818,Grossary & pharma,AUS,
5.82678,3.2,Grossary & pharma,AUS,
6.01093,3.78182,Grossary & pharma,AUS,
6.28664,3.78182,Grossary & pharma,AUS,
6.56235,3.78182,Grossary & pharma,AUS,
6.83806,3.78182,Grossary & pharma,AUS,
7.02187,3.78182,Grossary & pharma,AUS,
7.29758,3.78182,Grossary & pharma,AUS,
7.48172,4.36364,Grossary & pharma,AUS,
7.66553,4.36364,Grossary & pharma,AUS,
7.84933,4.36364,Grossary & pharma,AUS,
7.9409,3.78182,Grossary & pharma,AUS,
8.21628,3.2,Grossary & pharma,AUS,
8.39942,2.03636,Grossary & pharma,AUS,
8.6748,1.45455,Grossary & pharma,AUS,
8.85827,0.872727,Grossary & pharma,AUS,
9.04174,0.290909,Grossary & pharma,AUS,
9.31712,-0.290909,Grossary & pharma,AUS,
9.50093,-0.290909,Grossary & pharma,AUS,
9.77664,-0.290909,Grossary & pharma,AUS,
10.052,-0.872727,Grossary & pharma,AUS,
10.2362,-0.290909,Grossary & pharma,AUS,
10.42,-0.290909,Grossary & pharma,AUS,
10.6957,-0.290909,Grossary & pharma,AUS,
10.9717,0.290909,Grossary & pharma,AUS,
11.1555,0.290909,Grossary & pharma,AUS,
11.3397,0.872727,Grossary & pharma,AUS,
11.5235,0.872727,Grossary & pharma,AUS,
11.7076,1.45455,Grossary & pharma,AUS,
11.8914,1.45455,Grossary & pharma,AUS,
12.0759,2.61818,Grossary & pharma,AUS,
12.26,3.2,Grossary & pharma,AUS,
12.4442,3.78182,Grossary & pharma,AUS,
12.6287,4.94545,Grossary & pharma,AUS,
12.8128,5.52727,Grossary & pharma,AUS,
12.9969,6.10909,Grossary & pharma,AUS,
13.2723,5.52727,Grossary & pharma,AUS,
13.4565,6.10909,Grossary & pharma,AUS,
13.7322,6.10909,Grossary & pharma,AUS,
13.916,6.10909,Grossary & pharma,AUS,
14.192,6.69091,Grossary & pharma,AUS,
14.3758,6.69091,Grossary & pharma,AUS,
14.6519,7.27273,Grossary & pharma,AUS,
14.8357,7.27273,Grossary & pharma,AUS,
15.0192,6.69091,Grossary & pharma,AUS,
15.2945,6.10909,Grossary & pharma,AUS,
15.5699,5.52727,Grossary & pharma,AUS,
15.7534,4.94545,Grossary & pharma,AUS,
16.0291,4.94545,Grossary & pharma,AUS,
16.2132,5.52727,Grossary & pharma,AUS,
16.3974,6.10909,Grossary & pharma,AUS,
16.5815,6.69091,Grossary & pharma,AUS,
16.7657,7.27273,Grossary & pharma,AUS,
17.0417,7.85455,Grossary & pharma,AUS,
17.1343,9.01818,Grossary & pharma,AUS,
17.4103,9.6,Grossary & pharma,AUS,
17.5951,11.3455,Grossary & pharma,AUS,
17.7793,11.9273,Grossary & pharma,AUS,
17.9641,13.6727,Grossary & pharma,AUS,
18.2388,11.9273,Grossary & pharma,AUS,
18.5138,10.7636,Grossary & pharma,AUS,
18.697,9.6,Grossary & pharma,AUS,
18.9724,9.01818,Grossary & pharma,AUS,
19.1568,10.1818,Grossary & pharma,AUS,
19.4332,11.3455,Grossary & pharma,AUS,
19.6177,12.5091,Grossary & pharma,AUS,
19.8025,14.2545,Grossary & pharma,AUS,
20.0779,13.6727,Grossary & pharma,AUS,
20.2613,13.0909,Grossary & pharma,AUS,
20.5367,12.5091,Grossary & pharma,AUS,
20.8124,12.5091,Grossary & pharma,AUS,
21.0878,11.9273,Grossary & pharma,AUS,
21.2706,10.1818,Grossary & pharma,AUS,
21.5457,9.01818,Grossary & pharma,AUS,
21.7291,8.43636,Grossary & pharma,AUS,
21.9126,7.85455,Grossary & pharma,AUS,
22.1877,6.69091,Grossary & pharma,AUS,
22.4624,4.94545,Grossary & pharma,AUS,
22.6455,3.78182,Grossary & pharma,AUS,
22.9209,3.2,Grossary & pharma,AUS,
23.1057,4.94545,Grossary & pharma,AUS,
23.3821,6.10909,Grossary & pharma,AUS,
23.5662,6.69091,Grossary & pharma,AUS,
23.7507,7.85455,Grossary & pharma,AUS,
24.0271,9.01818,Grossary & pharma,AUS,
24.2109,9.01818,Grossary & pharma,AUS,
24.5785,9.01818,Grossary & pharma,AUS,
24.7623,9.01818,Grossary & pharma,AUS,
25.038,9.01818,Grossary & pharma,AUS,
25.2221,9.6,Grossary & pharma,AUS,
25.4982,10.1818,Grossary & pharma,AUS,
25.6823,10.7636,Grossary & pharma,AUS,
25.8665,11.3455,Grossary & pharma,AUS,
26.0506,11.9273,Grossary & pharma,AUS,
26.2351,13.0909,Grossary & pharma,AUS,
26.4196,14.2545,Grossary & pharma,AUS,
26.604,15.4182,Grossary & pharma,AUS,
26.7882,16,Grossary & pharma,AUS,
26.9727,17.1636,Grossary & pharma,AUS,
27.2487,17.7455,Grossary & pharma,AUS,
27.4328,18.3273,Grossary & pharma,AUS,
27.617,18.9091,Grossary & pharma,AUS,
27.893,19.4909,Grossary & pharma,AUS,
28.1694,20.6545,Grossary & pharma,AUS,
28.3539,21.8182,Grossary & pharma,AUS,
28.538,22.4,Grossary & pharma,AUS,
28.8141,22.9818,Grossary & pharma,AUS,
28.9986,24.1455,Grossary & pharma,AUS,
29.0915,25.8909,Grossary & pharma,AUS,
29.2756,26.4727,Grossary & pharma,AUS,
29.5533,29.9636,Grossary & pharma,AUS,
29.4604,28.2182,Grossary & pharma,AUS,
29.7381,31.7091,Grossary & pharma,AUS,
29.9226,32.8727,Grossary & pharma,AUS,
30.1986,33.4545,Grossary & pharma,AUS,
30.4747,34.0364,Grossary & pharma,AUS,
30.6585,34.0364,Grossary & pharma,AUS,
31.0264,34.6182,Grossary & pharma,AUS,
31.2096,33.4545,Grossary & pharma,AUS,
31.3934,33.4545,Grossary & pharma,AUS,
31.6684,32.2909,Grossary & pharma,AUS,
31.8519,31.7091,Grossary & pharma,AUS,
32.127,30.5455,Grossary & pharma,AUS,
32.3098,28.8,Grossary & pharma,AUS,
32.5848,27.6364,Grossary & pharma,AUS,
32.7679,26.4727,Grossary & pharma,AUS,
32.9511,25.3091,Grossary & pharma,AUS,
33.1342,24.1455,Grossary & pharma,AUS,
33.3177,23.5636,Grossary & pharma,AUS,
33.5008,22.4,Grossary & pharma,AUS,
33.684,21.2364,Grossary & pharma,AUS,
33.8671,20.0727,Grossary & pharma,AUS,
34.0502,18.9091,Grossary & pharma,AUS,
34.1418,18.3273,Grossary & pharma,AUS,
34.325,17.1636,Grossary & pharma,AUS,
34.5078,15.4182,Grossary & pharma,AUS,
34.599,14.2545,Grossary & pharma,AUS,
34.7818,12.5091,Grossary & pharma,AUS,
34.9646,10.7636,Grossary & pharma,AUS,
35.2403,10.7636,Grossary & pharma,AUS,
35.5157,10.1818,Grossary & pharma,AUS,
35.8833,10.1818,Grossary & pharma,AUS,
36.1597,11.3455,Grossary & pharma,AUS,
36.2523,12.5091,Grossary & pharma,AUS,
36.5286,13.6727,Grossary & pharma,AUS,
36.6212,14.8364,Grossary & pharma,AUS,
36.7138,16,Grossary & pharma,AUS,
36.8983,17.1636,Grossary & pharma,AUS,
36.9908,18.3273,Grossary & pharma,AUS,
37.0817,16.5818,Grossary & pharma,AUS,
37.2649,15.4182,Grossary & pharma,AUS,
37.1726,14.8364,Grossary & pharma,AUS,
37.2635,13.0909,Grossary & pharma,AUS,
37.3548,11.9273,Grossary & pharma,AUS,
37.5372,9.6,Grossary & pharma,AUS,
37.72,7.85455,Grossary & pharma,AUS,
37.8109,6.10909,Grossary & pharma,AUS,
37.9022,4.94545,Grossary & pharma,AUS,
38.0853,3.78182,Grossary & pharma,AUS,
38.2685,2.61818,Grossary & pharma,AUS,
38.6361,2.61818,Grossary & pharma,AUS,
38.9111,1.45455,Grossary & pharma,AUS,
39.1868,1.45455,Grossary & pharma,AUS,
39.4625,1.45455,Grossary & pharma,AUS,
39.7383,1.45455,Grossary & pharma,AUS,
39.8302,1.45455,Grossary & pharma,AUS,
40.014,1.45455,Grossary & pharma,AUS,
40.2897,1.45455,Grossary & pharma,AUS,
40.4738,2.03636,Grossary & pharma,AUS,
40.7499,2.61818,Grossary & pharma,AUS,
41.0249,1.45455,Grossary & pharma,AUS,
41.1165,0.872727,Grossary & pharma,AUS,
41.2074,-0.872727,Grossary & pharma,AUS,
41.3902,-2.61818,Grossary & pharma,AUS,
41.4814,-3.78182,Grossary & pharma,AUS,
41.5727,-4.94545,Grossary & pharma,AUS,
41.7558,-6.10909,Grossary & pharma,AUS,
41.8467,-7.85455,Grossary & pharma,AUS,
42.0295,-9.6,Grossary & pharma,AUS,
42.2126,-10.7636,Grossary & pharma,AUS,
42.3035,-12.5091,Grossary & pharma,AUS,
42.4863,-14.2545,Grossary & pharma,AUS,
42.5776,-15.4182,Grossary & pharma,AUS,
42.6688,-16.5818,Grossary & pharma,AUS,
42.76,-17.7455,Grossary & pharma,AUS,
42.9432,-18.9091,Grossary & pharma,AUS,
0.949463,8.17518,parks,AUS,
1.22725,3.50365,parks,AUS,
1.41166,1.75182,parks,AUS,
1.59674,-1.16788,parks,AUS,
1.78148,-3.50365,parks,AUS,
1.96623,-5.83942,parks,AUS,
2.24268,-8.17518,parks,AUS,
2.51879,-9.92701,parks,AUS,
2.7032,-11.6788,parks,AUS,
2.97864,-12.2628,parks,AUS,
3.25275,-10.5109,parks,AUS,
3.43515,-8.75912,parks,AUS,
3.61789,-7.59124,parks,AUS,
3.80062,-6.42336,parks,AUS,
3.98336,-5.25547,parks,AUS,
4.0744,-4.08759,parks,AUS,
4.2568,-2.33577,parks,AUS,
4.43953,-1.16788,parks,AUS,
4.5299,1.16788,parks,AUS,
4.53057,0,parks,AUS,
4.71264,2.33577,parks,AUS,
4.80333,4.08759,parks,AUS,
4.8947,4.67153,parks,AUS,
5.07878,3.50365,parks,AUS,
5.26252,2.91971,parks,AUS,
5.44659,1.75182,parks,AUS,
5.63067,0.583942,parks,AUS,
5.81475,-0.583942,parks,AUS,
5.90678,-1.16788,parks,AUS,
6.08952,0,parks,AUS,
6.18055,1.16788,parks,AUS,
6.36296,2.91971,parks,AUS,
6.54536,4.67153,parks,AUS,
6.63606,6.42336,parks,AUS,
6.72709,7.59124,parks,AUS,
6.90983,8.75912,parks,AUS,
7.18494,8.75912,parks,AUS,
7.46005,8.75912,parks,AUS,
7.64345,8.75912,parks,AUS,
7.91856,8.75912,parks,AUS,
8.01127,7.0073,parks,AUS,
8.10397,5.25547,parks,AUS,
8.19635,4.08759,parks,AUS,
8.28905,2.33577,parks,AUS,
8.38176,0.583942,parks,AUS,
8.47447,-1.16788,parks,AUS,
8.56684,-2.33577,parks,AUS,
8.65921,-3.50365,parks,AUS,
8.65988,-4.67153,parks,AUS,
8.75226,-5.83942,parks,AUS,
8.8453,-8.17518,parks,AUS,
9.02904,-8.75912,parks,AUS,
9.39585,-8.75912,parks,AUS,
9.67062,-8.17518,parks,AUS,
9.85403,-8.17518,parks,AUS,
10.0371,-7.59124,parks,AUS,
10.3119,-7.0073,parks,AUS,
10.4949,-6.42336,parks,AUS,
10.7694,-5.25547,parks,AUS,
11.0442,-4.67153,parks,AUS,
11.5934,-2.91971,parks,AUS,
12.1426,-1.16788,parks,AUS,
12.7845,-1.16788,parks,AUS,
13.148,4.67153,parks,AUS,
13.4204,9.34307,parks,AUS,
13.6932,13.4307,parks,AUS,
13.9666,16.3504,parks,AUS,
14.5155,18.6861,parks,AUS,
14.974,18.6861,parks,AUS,
14.976,15.1825,parks,AUS,
15.1608,12.8467,parks,AUS,
15.4375,9.92701,parks,AUS,
15.5313,6.42336,parks,AUS,
15.7163,3.50365,parks,AUS,
15.9017,0,parks,AUS,
15.9948,-2.33577,parks,AUS,
16.2719,-5.83942,parks,AUS,
16.4563,-7.59124,parks,AUS,
16.6417,-11.0949,parks,AUS,
16.8268,-14.0146,parks,AUS,
17.2853,-14.0146,parks,AUS,
17.7442,-14.5985,parks,AUS,
18.2954,-16.3504,parks,AUS,
18.6629,-17.5182,parks,AUS,
18.847,-18.6861,parks,AUS,
19.029,-16.3504,parks,AUS,
19.2114,-14.5985,parks,AUS,
19.3932,-11.6788,parks,AUS,
19.5759,-10.5109,parks,AUS,
19.7576,-7.59124,parks,AUS,
19.8477,-4.67153,parks,AUS,
20.1221,-3.50365,parks,AUS,
20.2118,0,parks,AUS,
20.3025,1.75182,parks,AUS,
20.5759,4.67153,parks,AUS,
20.8484,9.34307,parks,AUS,
21.2142,11.0949,parks,AUS,
21.58,12.8467,parks,AUS,
21.8551,12.8467,parks,AUS,
22.2232,10.5109,parks,AUS,
22.408,8.17518,parks,AUS,
22.6841,6.42336,parks,AUS,
22.8692,3.50365,parks,AUS,
23.0532,2.33577,parks,AUS,
23.2387,-1.16788,parks,AUS,
23.4231,-2.91971,parks,AUS,
23.5164,-5.83942,parks,AUS,
23.7012,-8.17518,parks,AUS,
23.7939,-9.92701,parks,AUS,
23.7942,-10.5109,parks,AUS,
23.977,-9.34307,parks,AUS,
